protocol,n,rps,log_loss,brier,accuracy,ece
random_split,5196,0.20143621805962908,0.9846294565668894,0.5870277743959266,0.5267513471901463,0.008303877534335447
random_split_global_impute,5196,0.20121503239337565,0.9836612699561442,0.5862509038784769,0.5269438029253272,0.008661450881476941
chronological_split,5196,0.20114985028316465,0.9899822423113263,0.59095845020491,0.5088529638183218,0.011878578284552176
